"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.01.04	11:00:00	94902.44	95073.09	94901.96	95054.53	3600	0	52"
"2025.01.04	12:00:00	95054.47	95062.35	94936.20	94955.59	3600	0	52"
"2025.01.04	13:00:00	94955.53	94968.82	94859.60	94859.87	3600	0	52"
"2025.01.04	14:00:00	94859.81	94872.43	94773.84	94860.96	3600	0	52"
"2025.01.04	15:00:00	94860.90	94974.53	94860.66	94902.77	3600	0	52"
"2025.01.04	16:00:00	94902.71	94982.79	94869.09	94911.33	3600	0	52"
"2025.01.04	17:00:00	94911.27	95053.64	94905.87	95020.82	3600	0	52"
"2025.01.04	18:00:00	95020.76	95093.92	95019.92	95059.01	3600	0	52"
"2025.01.04	19:00:00	95058.95	95058.95	94999.50	94999.50	3601	0	52"
"2025.01.04	20:00:00	94999.44	95044.36	94944.54	95021.58	3599	0	52"
"2025.01.04	21:00:00	95021.52	95187.21	95021.46	95162.29	3601	0	52"
"2025.01.04	22:00:00	95162.23	95187.39	95123.37	95139.98	3600	0	52"
"2025.01.04	23:00:00	95139.92	95155.04	95045.24	95048.00	3600	0	52"
"2025.01.05	00:00:00	95047.94	95104.45	95020.54	95095.87	3600	0	52"
"2025.01.05	01:00:00	95095.81	95099.28	94993.98	95089.30	3600	0	52"
"2025.01.05	02:00:00	95089.24	95120.31	95032.36	95032.36	3600	0	52"
"2025.01.05	03:00:00	95032.30	95050.01	94958.69	94988.43	3600	0	52"
"2025.01.05	04:00:00	94988.37	95027.23	94924.23	94981.85	3600	0	52"
"2025.01.05	05:00:00	94981.79	94981.79	94883.19	94927.65	3535	0	52"
"2025.01.05	06:00:00	94927.59	95096.99	94921.71	95058.64	3600	0	52"
"2025.01.05	07:00:00	95058.58	95058.58	94970.17	94975.82	3600	0	52"
"2025.01.05	08:00:00	94975.76	94998.39	94930.09	94935.33	3600	0	52"
"2025.01.05	09:00:00	94935.27	94935.27	94852.48	94902.36	3600	0	52"
"2025.01.05	10:00:00	94902.30	94968.42	94899.90	94959.63	3600	0	52"
"2025.01.05	11:00:00	94959.57	94984.44	94894.33	94947.47	3600	0	52"
"2025.01.05	12:00:00	94947.41	94947.41	94879.36	94924.05	3600	0	52"
"2025.01.05	13:00:00	94923.99	94942.31	94834.43	94834.43	3600	0	52"
"2025.01.05	14:00:00	94834.37	95017.84	94798.33	95006.86	3600	0	52"
"2025.01.05	15:00:00	95006.80	95014.99	94935.76	94999.52	3482	0	52"
"2025.01.05	16:00:00	94999.46	95031.88	94872.20	94909.43	3600	0	52"
"2025.01.05	17:00:00	94909.37	94941.17	94841.60	94841.60	3600	0	52"
"2025.01.05	18:00:00	94841.54	94888.95	94785.33	94806.35	3600	0	52"
"2025.01.05	19:00:00	94806.29	94817.06	94749.77	94776.70	3600	0	52"
"2025.01.05	20:00:00	94776.64	94884.22	94759.90	94878.16	3600	0	52"
"2025.01.05	21:00:00	94878.10	95001.70	94854.16	94940.84	3600	0	52"
"2025.01.05	22:00:00	94940.78	94964.83	94845.20	94961.29	3600	0	52"
"2025.01.05	23:00:00	94961.23	94984.67	94903.56	94924.17	3600	0	52"
"2025.01.06	00:00:00	94924.11	94961.01	94855.36	94855.36	3600	0	52"
"2025.01.06	01:00:00	94855.30	94904.77	94789.99	94898.59	3600	0	52"
"2025.01.06	02:00:00	94898.53	94911.05	94808.87	94812.14	3600	0	52"
"2025.01.06	03:00:00	94812.08	94841.68	94750.80	94765.97	3600	0	52"
"2025.01.06	04:00:00	94765.91	94869.55	94747.97	94807.63	3600	0	52"
"2025.01.06	05:00:00	94807.57	94841.05	94773.56	94773.56	3600	0	52"
"2025.01.06	06:00:00	94773.50	94810.53	94694.30	94786.35	3600	0	52"
"2025.01.06	07:00:00	94786.29	94959.01	94774.15	94951.45	3600	0	52"
"2025.01.06	08:00:00	94951.39	94960.91	94819.25	94875.40	3599	0	52"
"2025.01.06	09:00:00	94875.34	94953.89	94856.14	94938.25	3600	0	52"
"2025.01.06	10:00:00	94938.19	94971.22	94871.93	94871.93	3600	0	52"
"2025.01.06	11:00:00	94871.87	94938.89	94861.43	94886.92	3517	0	52"
"2025.01.06	12:00:00	94886.86	94899.80	94845.16	94872.57	3600	0	52"
"2025.01.06	13:00:00	94872.51	94872.51	94759.93	94759.93	3600	0	52"
"2025.01.06	14:00:00	94759.87	94823.89	94731.31	94790.74	3600	0	52"
"2025.01.06	15:00:00	94790.68	94910.86	94739.62	94887.58	3600	0	52"
"2025.01.06	16:00:00	94887.52	94949.00	94832.81	94853.41	3600	0	52"
"2025.01.06	17:00:00	94853.35	94889.43	94770.32	94873.95	3600	0	52"
"2025.01.06	18:00:00	94873.89	94874.39	94807.67	94816.77	3600	0	52"
"2025.01.06	19:00:00	94816.71	94870.82	94790.49	94853.36	3600	0	52"
"2025.01.06	20:00:00	94853.30	94866.72	94771.79	94796.72	3600	0	52"
"2025.01.06	21:00:00	94796.66	94871.28	94768.04	94804.82	3600	0	52"
"2025.01.06	22:00:00	94804.76	94804.76	94662.60	94702.93	3600	0	52"
"2025.01.06	23:00:00	94702.87	94755.31	94668.01	94731.65	3600	0	52"
"2025.01.07	00:00:00	94731.59	94731.59	94596.68	94596.68	3600	0	52"
"2025.01.07	01:00:00	94596.62	94673.00	94575.30	94637.47	3600	0	52"
"2025.01.07	02:00:00	94637.41	94716.74	94636.45	94702.70	3600	0	52"
"2025.01.07	03:00:00	94702.64	94726.27	94631.89	94710.81	3601	0	52"
"2025.01.07	04:00:00	94710.75	94720.94	94599.29	94605.87	3600	0	52"
"2025.01.07	05:00:00	94605.81	94615.57	94487.34	94487.34	3600	0	52"
"2025.01.07	06:00:00	94487.28	94561.65	94461.69	94539.19	3600	0	52"
"2025.01.07	07:00:00	94539.13	94539.13	94427.14	94462.61	3600	0	52"
"2025.01.07	08:00:00	94462.55	94517.20	94385.36	94508.92	3600	0	52"
"2025.01.07	09:00:00	94508.86	94608.87	94498.54	94555.77	3600	0	52"
"2025.01.07	10:00:00	94555.71	94555.71	94413.85	94413.85	3600	0	52"
"2025.01.07	11:00:00	94413.79	94457.93	94274.07	94274.07	3600	0	52"
"2025.01.07	12:00:00	94274.01	94286.64	94215.88	94241.00	3600	0	52"
"2025.01.07	13:00:00	94240.94	94310.14	94206.18	94278.95	3600	0	52"
"2025.01.07	14:00:00	94278.89	94278.89	94148.10	94185.66	3600	0	52"
"2025.01.07	15:00:00	94185.60	94235.20	94136.30	94228.40	3600	0	52"
"2025.01.07	16:00:00	94228.34	94283.39	94190.96	94196.81	3600	0	52"
"2025.01.07	17:00:00	94196.75	94220.37	94128.45	94161.47	3600	0	52"
"2025.01.07	18:00:00	94161.41	94236.38	94150.25	94184.44	3600	0	52"
"2025.01.07	19:00:00	94184.38	94216.90	94117.96	94139.92	3600	0	52"
"2025.01.07	20:00:00	94139.86	94159.34	94092.11	94109.54	3600	0	52"
"2025.01.07	21:00:00	94109.48	94265.19	94094.36	94253.07	3600	0	52"
"2025.01.07	22:00:00	94253.01	94266.37	94189.35	94231.44	3600	0	52"
"2025.01.07	23:00:00	94231.38	94231.38	94160.38	94207.57	3600	0	52"
"2025.01.08	00:00:00	94207.51	94237.92	94137.11	94216.80	3600	0	52"
"2025.01.08	01:00:00	94216.74	94429.67	94167.84	94414.07	3600	0	52"
"2025.01.08	02:00:00	94414.01	94416.59	94333.25	94333.25	3600	0	52"
"2025.01.08	03:00:00	94333.19	94370.11	94245.94	94308.98	3600	0	52"
"2025.01.08	04:00:00	94308.92	94315.57	94209.09	94268.54	3600	0	52"
"2025.01.08	05:00:00	94268.48	94360.16	94266.26	94297.17	3600	0	52"
"2025.01.08	06:00:00	94297.11	94354.63	94269.12	94350.37	3600	0	52"
"2025.01.08	07:00:00	94350.31	94554.19	94341.19	94536.55	3600	0	52"
"2025.01.08	08:00:00	94536.49	94552.52	94431.30	94431.30	3600	0	52"
"2025.01.08	09:00:00	94431.24	94533.75	94424.88	94496.37	3600	0	52"
"2025.01.08	10:00:00	94496.31	94544.49	94455.15	94521.14	3600	0	52"
"2025.01.08	11:00:00	94521.08	94521.08	94423.02	94480.13	3600	0	52"
"2025.01.08	12:00:00	94480.07	94490.28	94442.20	94470.18	3600	0	52"
"2025.01.08	13:00:00	94470.12	94604.42	94460.76	94530.81	3600	0	52"
"2025.01.08	14:00:00	94530.75	94557.67	94383.15	94383.15	3600	0	52"
"2025.01.08	15:00:00	94383.09	94530.95	94355.59	94521.05	3600	0	52"
"2025.01.08	16:00:00	94520.99	94624.32	94485.95	94538.82	3600	0	52"
"2025.01.08	17:00:00	94538.76	94623.50	94533.18	94606.90	3600	0	52"
"2025.01.08	18:00:00	94606.84	94606.84	94532.73	94553.47	3600	0	52"
"2025.01.08	19:00:00	94553.41	94766.61	94547.65	94685.67	3600	0	52"
"2025.01.08	20:00:00	94685.61	94694.57	94604.06	94665.29	3600	0	52"
"2025.01.08	21:00:00	94665.23	94795.22	94645.79	94751.08	3600	0	52"
"2025.01.08	22:00:00	94751.02	94783.10	94730.20	94738.90	3600	0	52"
"2025.01.08	23:00:00	94738.84	94779.98	94690.82	94720.43	3600	0	52"
"2025.01.09	00:00:00	94720.37	94867.46	94680.35	94866.26	3600	0	52"
"2025.01.09	01:00:00	94866.20	94924.02	94816.02	94846.15	3600	0	52"
"2025.01.09	02:00:00	94846.09	94943.58	94760.51	94937.64	3600	0	52"
"2025.01.09	03:00:00	94937.58	94983.15	94881.28	94887.31	3600	0	52"
"2025.01.09	04:00:00	94887.25	94942.13	94846.51	94905.90	3600	0	52"
"2025.01.09	05:00:00	94905.84	94909.25	94819.63	94878.61	3600	0	52"
"2025.01.09	06:00:00	94878.55	94878.55	94740.84	94740.84	3600	0	52"
"2025.01.09	07:00:00	94740.78	94740.78	94645.23	94679.18	3600	0	52"
"2025.01.09	08:00:00	94679.12	94679.12	94537.22	94560.86	3600	0	52"
"2025.01.09	09:00:00	94560.80	94592.91	94487.18	94559.51	3600	0	52"
"2025.01.09	10:00:00	94559.45	94619.38	94517.05	94612.84	3600	0	52"
"2025.01.09	11:00:00	94612.78	94655.50	94579.78	94608.41	3600	0	52"
"2025.01.09	12:00:00	94608.35	94626.03	94544.75	94561.60	3600	0	52"
"2025.01.09	13:00:00	94561.54	94561.54	94449.03	94463.65	3600	0	52"
"2025.01.09	14:00:00	94463.59	94567.37	94431.88	94554.47	3600	0	52"
"2025.01.09	15:00:00	94554.41	94656.94	94538.15	94600.00	3600	0	52"
"2025.01.09	16:00:00	94599.94	94619.37	94553.85	94562.20	3600	0	52"
"2025.01.09	17:00:00	94562.14	94710.37	94551.70	94683.25	3600	0	52"
"2025.01.09	18:00:00	94683.19	94683.19	94560.64	94562.88	3600	0	52"
"2025.01.09	19:00:00	94562.82	94610.43	94536.66	94542.69	3600	0	52"
"2025.01.09	20:00:00	94542.63	94542.63	94464.39	94492.33	3600	0	52"
"2025.01.09	21:00:00	94492.27	94550.35	94419.49	94426.89	3600	0	52"
"2025.01.09	22:00:00	94426.83	94468.15	94358.59	94393.57	3600	0	52"
"2025.01.09	23:00:00	94393.51	94424.84	94351.52	94410.24	3600	0	52"
"2025.01.10	00:00:00	94410.18	94410.18	94236.11	94236.11	3600	0	52"
"2025.01.10	01:00:00	94236.05	94249.22	94110.52	94171.96	3600	0	52"
"2025.01.10	02:00:00	94171.90	94171.90	94089.52	94135.79	3600	0	52"
"2025.01.10	03:00:00	94135.73	94160.92	94101.87	94138.46	3600	0	52"
"2025.01.10	04:00:00	94138.40	94182.64	94086.92	94106.74	3601	0	52"
"2025.01.10	05:00:00	94106.68	94113.18	94047.26	94047.26	3600	0	52"
"2025.01.10	06:00:00	94047.20	94094.12	94010.36	94068.14	3600	0	52"
"2025.01.10	07:00:00	94068.08	94096.98	94048.94	94052.64	3600	0	52"
"2025.01.10	08:00:00	94052.58	94107.02	94013.76	94023.13	3600	0	52"
"2025.01.10	09:00:00	94023.07	94024.04	93937.27	94011.70	3600	0	52"
"2025.01.10	10:00:00	94011.64	94028.69	93894.56	93960.34	3600	0	52"
"2025.01.10	11:00:00	93960.28	94002.10	93938.51	93979.24	3600	0	52"
"2025.01.10	12:00:00	93979.18	94024.83	93936.93	93956.69	3600	0	52"
"2025.01.10	13:00:00	93956.63	94128.05	93954.23	94060.13	3600	0	52"
"2025.01.10	14:00:00	94060.07	94143.86	94055.15	94142.30	3600	0	52"
"2025.01.10	15:00:00	94142.24	94187.02	94120.54	94157.49	3600	0	52"
"2025.01.10	16:00:00	94157.43	94201.17	94114.24	94186.29	3600	0	52"
"2025.01.10	17:00:00	94186.23	94204.29	94109.64	94168.27	3600	0	52"
"2025.01.10	18:00:00	94168.21	94180.99	94034.13	94034.13	3600	0	52"
"2025.01.10	19:00:00	94034.07	94061.15	93921.05	93921.05	3600	0	52"
"2025.01.10	20:00:00	93920.99	93931.75	93828.35	93882.62	3600	0	52"
"2025.01.10	21:00:00	93882.56	93901.92	93822.20	93828.95	3600	0	52"
"2025.01.10	22:00:00	93828.89	93838.57	93699.79	93704.16	3600	0	52"
"2025.01.10	23:00:00	93704.10	93739.77	93632.17	93733.41	3600	0	52"
"2025.01.11	00:00:00	93733.35	93760.41	93646.62	93744.45	3600	0	52"
"2025.01.11	01:00:00	93744.39	93908.05	93711.95	93898.14	3600	0	52"
"2025.01.11	02:00:00	93898.08	93901.60	93817.01	93825.48	3600	0	52"
"2025.01.11	03:00:00	93825.42	93889.43	93802.52	93838.38	3600	0	52"
"2025.01.11	04:00:00	93838.32	93911.79	93825.59	93892.29	3600	0	52"
"2025.01.11	05:00:00	93892.23	94026.59	93852.79	94022.99	3600	0	52"
"2025.01.11	06:00:00	94022.93	94069.10	93981.45	94063.16	3600	0	52"
"2025.01.11	07:00:00	94063.10	94169.03	94061.19	94093.23	3600	0	52"
"2025.01.11	08:00:00	94093.17	94111.92	93987.19	94026.51	3600	0	52"
"2025.01.11	09:00:00	94026.45	94189.12	93980.91	94169.02	3600	0	52"
"2025.01.11	10:00:00	94168.96	94195.16	94113.74	94148.83	3600	0	52"
"2025.01.11	11:00:00	94148.77	94245.41	94131.68	94224.54	3600	0	52"
"2025.01.11	12:00:00	94224.48	94440.65	94223.34	94410.03	3600	0	52"
"2025.01.11	13:00:00	94409.97	94549.10	94400.37	94548.02	3600	0	52"
"2025.01.11	14:00:00	94547.96	94584.44	94436.91	94436.91	3600	0	52"
"2025.01.11	15:00:00	94436.85	94453.43	94355.81	94363.13	3600	0	52"
"2025.01.11	16:00:00	94363.07	94402.51	94264.21	94295.19	3600	0	52"
"2025.01.11	17:00:00	94295.13	94295.13	94229.74	94256.57	3600	0	52"
"2025.01.11	18:00:00	94256.51	94256.51	94163.95	94163.95	3600	0	52"
"2025.01.11	19:00:00	94163.89	94215.64	94118.98	94118.98	3600	0	52"
"2025.01.11	20:00:00	94118.92	94118.92	94037.26	94037.26	3600	0	52"
"2025.01.11	21:00:00	94037.20	94037.20	93919.82	93943.58	3600	0	52"
"2025.01.11	22:00:00	93943.52	93943.52	93832.58	93837.94	3600	0	52"
"2025.01.11	23:00:00	93837.88	93866.45	93796.78	93837.58	3600	0	52"
"2025.01.12	00:00:00	93837.52	93874.27	93817.75	93861.01	3600	0	52"
"2025.01.12	01:00:00	93860.95	93882.31	93775.30	93794.58	3600	0	52"
"2025.01.12	02:00:00	93794.52	93858.03	93744.51	93831.10	3600	0	52"
"2025.01.12	03:00:00	93831.04	93962.99	93801.58	93941.33	3600	0	52"
"2025.01.12	04:00:00	93941.27	93971.40	93880.92	93880.92	3600	0	52"
"2025.01.12	05:00:00	93880.86	93930.61	93854.59	93898.75	3453	0	52"
"2025.01.12	06:00:00	93898.69	93936.15	93832.72	93832.72	3600	0	52"
"2025.01.12	07:00:00	93832.66	93866.16	93771.08	93774.53	3600	0	52"
"2025.01.12	08:00:00	93774.47	93912.90	93732.11	93871.44	3600	0	52"
"2025.01.12	09:00:00	93871.38	93871.38	93792.96	93814.25	3533	0	52"
"2025.01.12	10:00:00	93814.19	93870.83	93785.39	93824.90	3600	0	52"
"2025.01.12	11:00:00	93824.84	93824.84	93741.25	93786.08	3600	0	52"
"2025.01.12	12:00:00	93786.02	93914.79	93773.96	93909.63	3600	0	52"
"2025.01.12	13:00:00	93909.57	94006.26	93876.75	93986.58	3600	0	52"
"2025.01.12	14:00:00	93986.52	93992.54	93889.76	93926.81	3600	0	52"
"2025.01.12	15:00:00	93926.75	93997.10	93920.54	93990.67	3600	0	52"
"2025.01.12	16:00:00	93990.61	94149.14	93961.04	94141.40	3600	0	52"
"2025.01.12	17:00:00	94141.34	94165.08	94074.92	94102.07	3600	0	52"
"2025.01.12	18:00:00	94102.01	94162.51	94063.12	94147.15	3600	0	52"
"2025.01.12	19:00:00	94147.09	94239.01	94120.09	94186.90	3600	0	52"
"2025.01.12	20:00:00	94186.84	94270.40	94153.66	94213.90	3600	0	52"
"2025.01.12	21:00:00	94213.84	94290.65	94201.66	94235.04	3600	0	52"
"2025.01.12	22:00:00	94234.98	94234.98	94125.14	94131.29	3600	0	52"
"2025.01.12	23:00:00	94131.23	94177.19	94123.43	94159.00	3600	0	52"
"2025.01.13	00:00:00	94158.94	94229.15	94137.52	94182.72	3600	0	52"
"2025.01.13	01:00:00	94182.66	94206.88	94032.82	94032.82	3600	0	52"
"2025.01.13	02:00:00	94032.76	94111.30	94012.18	94072.51	3600	0	52"
"2025.01.13	03:00:00	94072.45	94083.30	93945.86	93987.87	3600	0	52"
"2025.01.13	04:00:00	93987.81	94020.19	93943.89	93998.65	3600	0	52"
"2025.01.13	05:00:00	93998.59	94013.93	93941.22	93963.07	3600	0	52"
"2025.01.13	06:00:00	93963.01	94087.18	93958.69	94074.22	3600	0	52"
"2025.01.13	07:00:00	94074.16	94074.16	93966.52	94037.28	3596	0	52"
"2025.01.13	08:00:00	94037.22	94054.97	93976.71	94022.19	3600	0	52"
"2025.01.13	09:00:00	94022.13	94052.62	93977.97	93994.36	3600	0	52"
"2025.01.13	10:00:00	93994.30	94106.93	93967.36	94066.63	3600	0	52"
"2025.01.13	11:00:00	94066.57	94125.03	94040.32	94071.27	3600	0	52"
"2025.01.13	12:00:00	94071.21	94134.41	94067.25	94089.68	3600	0	52"
"2025.01.13	13:00:00	94089.62	94120.78	94037.93	94049.41	3600	0	52"
"2025.01.13	14:00:00	94049.35	94149.06	94048.15	94147.74	3600	0	52"
"2025.01.13	15:00:00	94147.68	94236.55	94140.72	94182.06	3600	0	52"
"2025.01.13	16:00:00	94182.00	94217.90	94112.48	94119.96	3600	0	52"
"2025.01.13	17:00:00	94119.90	94234.58	94109.88	94212.62	3600	0	52"
"2025.01.13	18:00:00	94212.56	94245.31	94143.56	94190.86	3600	0	52"
"2025.01.13	19:00:00	94190.80	94343.05	94173.90	94291.33	3600	0	52"
"2025.01.13	20:00:00	94291.27	94317.64	94192.56	94287.16	3600	0	52"
"2025.01.13	21:00:00	94287.10	94326.41	94250.03	94262.03	3600	0	52"
"2025.01.13	22:00:00	94261.97	94311.18	94237.73	94290.73	3600	0	52"
"2025.01.13	23:00:00	94290.67	94383.17	94284.97	94318.49	3600	0	52"
"2025.01.14	00:00:00	94318.43	94352.13	94240.35	94240.35	3600	0	52"
"2025.01.14	01:00:00	94240.29	94240.29	94163.55	94198.20	3600	0	52"
"2025.01.14	02:00:00	94198.14	94287.05	94157.76	94245.16	3600	0	52"
"2025.01.14	03:00:00	94245.10	94304.81	94219.97	94238.41	3601	0	52"
"2025.01.14	04:00:00	94238.35	94238.35	94152.86	94178.03	3600	0	52"
"2025.01.14	05:00:00	94177.97	94208.14	94077.27	94077.27	3600	0	52"
"2025.01.14	06:00:00	94077.21	94077.21	93939.89	93968.91	3600	0	52"
"2025.01.14	07:00:00	93968.85	94065.65	93934.41	94004.84	3600	0	52"
"2025.01.14	08:00:00	94004.78	94109.66	93998.60	94078.83	3600	0	52"
"2025.01.14	09:00:00	94078.77	94078.77	93978.71	93991.87	3600	0	52"
"2025.01.14	10:00:00	93991.81	94057.76	93982.07	94048.94	3600	0	52"
"2025.01.14	11:00:00	94048.88	94233.43	94048.88	94205.95	3600	0	52"
"2025.01.14	12:00:00	94205.89	94247.55	94174.21	94210.44	3600	0	52"
"2025.01.14	13:00:00	94210.38	94211.86	94138.40	94191.34	3600	0	52"
"2025.01.14	14:00:00	94191.28	94287.89	94179.63	94231.19	3600	0	52"
"2025.01.14	15:00:00	94231.13	94267.08	94155.34	94223.19	3600	0	52"
"2025.01.14	16:00:00	94223.13	94273.68	94174.30	94182.09	3600	0	52"
"2025.01.14	17:00:00	94182.03	94187.58	94096.23	94160.22	3600	0	52"
