"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.01.04	20:00:00	94999.44	95187.39	94944.54	95048.00	14400	0	52"
"2025.01.05	00:00:00	95047.94	95120.31	94958.69	94988.43	14400	0	52"
"2025.01.05	04:00:00	94988.37	95096.99	94883.19	94975.82	14335	0	52"
"2025.01.05	08:00:00	94975.76	94998.39	94852.48	94947.47	14400	0	52"
"2025.01.05	12:00:00	94947.41	95017.84	94798.33	94999.52	14282	0	52"
"2025.01.05	16:00:00	94999.46	95031.88	94749.77	94776.70	14400	0	52"
"2025.01.05	20:00:00	94776.64	95001.70	94759.90	94924.17	14400	0	52"
"2025.01.06	00:00:00	94924.11	94961.01	94750.80	94765.97	14400	0	52"
"2025.01.06	04:00:00	94765.91	94959.01	94694.30	94951.45	14400	0	52"
"2025.01.06	08:00:00	94951.39	94971.22	94819.25	94886.92	14316	0	52"
"2025.01.06	12:00:00	94886.86	94910.86	94731.31	94887.58	14400	0	52"
"2025.01.06	16:00:00	94887.52	94949.00	94770.32	94853.36	14400	0	52"
"2025.01.06	20:00:00	94853.30	94871.28	94662.60	94731.65	14400	0	52"
"2025.01.07	00:00:00	94731.59	94731.59	94575.30	94710.81	14401	0	52"
"2025.01.07	04:00:00	94710.75	94720.94	94427.14	94462.61	14400	0	52"
"2025.01.07	08:00:00	94462.55	94608.87	94274.07	94274.07	14400	0	52"
"2025.01.07	12:00:00	94274.01	94310.14	94136.30	94228.40	14400	0	52"
"2025.01.07	16:00:00	94228.34	94283.39	94117.96	94139.92	14400	0	52"
"2025.01.07	20:00:00	94139.86	94266.37	94092.11	94207.57	14400	0	52"
"2025.01.08	00:00:00	94207.51	94429.67	94137.11	94308.98	14400	0	52"
"2025.01.08	04:00:00	94308.92	94554.19	94209.09	94536.55	14400	0	52"
"2025.01.08	08:00:00	94536.49	94552.52	94423.02	94480.13	14400	0	52"
"2025.01.08	12:00:00	94480.07	94604.42	94355.59	94521.05	14400	0	52"
"2025.01.08	16:00:00	94520.99	94766.61	94485.95	94685.67	14400	0	52"
"2025.01.08	20:00:00	94685.61	94795.22	94604.06	94720.43	14400	0	52"
"2025.01.09	00:00:00	94720.37	94983.15	94680.35	94887.31	14400	0	52"
"2025.01.09	04:00:00	94887.25	94942.13	94645.23	94679.18	14400	0	52"
"2025.01.09	08:00:00	94679.12	94679.12	94487.18	94608.41	14400	0	52"
"2025.01.09	12:00:00	94608.35	94656.94	94431.88	94600.00	14400	0	52"
"2025.01.09	16:00:00	94599.94	94710.37	94536.66	94542.69	14400	0	52"
"2025.01.09	20:00:00	94542.63	94550.35	94351.52	94410.24	14400	0	52"
"2025.01.10	00:00:00	94410.18	94410.18	94089.52	94138.46	14400	0	52"
"2025.01.10	04:00:00	94138.40	94182.64	94010.36	94052.64	14401	0	52"
"2025.01.10	08:00:00	94052.58	94107.02	93894.56	93979.24	14400	0	52"
"2025.01.10	12:00:00	93979.18	94187.02	93936.93	94157.49	14400	0	52"
"2025.01.10	16:00:00	94157.43	94204.29	93921.05	93921.05	14400	0	52"
"2025.01.10	20:00:00	93920.99	93931.75	93632.17	93733.41	14400	0	52"
"2025.01.11	00:00:00	93733.35	93908.05	93646.62	93838.38	14400	0	52"
"2025.01.11	04:00:00	93838.32	94169.03	93825.59	94093.23	14400	0	52"
"2025.01.11	08:00:00	94093.17	94245.41	93980.91	94224.54	14400	0	52"
"2025.01.11	12:00:00	94224.48	94584.44	94223.34	94363.13	14400	0	52"
"2025.01.11	16:00:00	94363.07	94402.51	94118.98	94118.98	14400	0	52"
"2025.01.11	20:00:00	94118.92	94118.92	93796.78	93837.58	14400	0	52"
"2025.01.12	00:00:00	93837.52	93962.99	93744.51	93941.33	14400	0	52"
"2025.01.12	04:00:00	93941.27	93971.40	93771.08	93774.53	14253	0	52"
"2025.01.12	08:00:00	93774.47	93912.90	93732.11	93786.08	14333	0	52"
"2025.01.12	12:00:00	93786.02	94006.26	93773.96	93990.67	14400	0	52"
"2025.01.12	16:00:00	93990.61	94239.01	93961.04	94186.90	14400	0	52"
"2025.01.12	20:00:00	94186.84	94290.65	94123.43	94159.00	14400	0	52"
"2025.01.13	00:00:00	94158.94	94229.15	93945.86	93987.87	14400	0	52"
"2025.01.13	04:00:00	93987.81	94087.18	93941.22	94037.28	14396	0	52"
"2025.01.13	08:00:00	94037.22	94125.03	93967.36	94071.27	14400	0	52"
"2025.01.13	12:00:00	94071.21	94236.55	94037.93	94182.06	14400	0	52"
"2025.01.13	16:00:00	94182.00	94343.05	94109.88	94291.33	14400	0	52"
"2025.01.13	20:00:00	94291.27	94383.17	94192.56	94318.49	14400	0	52"
"2025.01.14	00:00:00	94318.43	94352.13	94157.76	94238.41	14401	0	52"
"2025.01.14	04:00:00	94238.35	94238.35	93934.41	94004.84	14400	0	52"
"2025.01.14	08:00:00	94004.78	94233.43	93978.71	94205.95	14400	0	52"
"2025.01.14	12:00:00	94205.89	94287.89	94138.40	94223.19	14400	0	52"
"2025.01.14	16:00:00	94223.13	94273.68	94049.23	94076.80	14400	0	52"
"2025.01.14	20:00:00	94076.74	94122.29	93922.44	93976.83	14400	0	52"
"2025.01.15	00:00:00	93976.77	94232.02	93919.20	94165.16	14400	0	52"
"2025.01.15	04:00:00	94165.10	94187.58	93920.61	93965.04	14400	0	52"
"2025.01.15	08:00:00	93964.98	94007.32	93796.26	93951.43	14400	0	52"
"2025.01.15	12:00:00	93951.37	94271.15	93912.08	94194.77	14400	0	52"
"2025.01.15	16:00:00	94194.71	94312.61	94084.24	94255.22	14400	0	52"
"2025.01.15	20:00:00	94255.16	94409.60	94134.90	94322.04	14400	0	52"
"2025.01.16	00:00:00	94321.98	94399.95	94239.07	94356.70	14400	0	52"
"2025.01.16	04:00:00	94356.64	94365.40	94090.35	94182.46	14400	0	52"
"2025.01.16	08:00:00	94182.40	94213.39	93949.90	94014.76	14400	0	52"
"2025.01.16	12:00:00	94014.70	94145.45	93993.55	94102.96	14400	0	52"
"2025.01.16	16:00:00	94102.90	94291.53	93965.94	93987.39	14400	0	52"
"2025.01.16	20:00:00	93987.33	94110.07	93955.87	93994.81	14400	0	52"
"2025.01.17	00:00:00	93994.75	94251.53	93963.84	94218.47	14397	0	52"
"2025.01.17	04:00:00	94218.41	94361.15	94121.65	94347.95	14401	0	52"
"2025.01.17	08:00:00	94347.89	94586.66	94340.19	94403.18	14400	0	52"
"2025.01.17	12:00:00	94403.12	94644.29	94383.98	94582.26	14400	0	52"
"2025.01.17	16:00:00	94582.20	94808.60	94528.44	94775.85	14400	0	52"
"2025.01.17	20:00:00	94775.79	94775.79	94483.63	94483.63	14400	0	52"
"2025.01.18	00:00:00	94483.57	94483.68	94323.90	94464.96	14400	0	52"
"2025.01.18	04:00:00	94464.90	94687.82	94457.04	94580.76	14400	0	52"
"2025.01.18	08:00:00	94580.70	94620.33	94491.53	94578.95	14376	0	52"
"2025.01.18	12:00:00	94578.89	94689.44	94461.58	94611.12	14400	0	52"
"2025.01.18	16:00:00	94611.06	94820.02	94499.17	94810.24	14400	0	52"
"2025.01.18	20:00:00	94810.18	95214.33	94705.53	95204.87	14400	0	52"
"2025.01.19	00:00:00	95204.81	95304.45	95109.60	95204.86	14400	0	52"
"2025.01.19	04:00:00	95204.80	95414.38	95098.12	95219.37	14335	0	52"
"2025.01.19	08:00:00	95219.31	95502.04	95142.62	95398.79	14400	0	52"
"2025.01.19	12:00:00	95398.73	95398.73	95228.37	95283.49	14400	0	52"
"2025.01.19	16:00:00	95283.43	95361.45	95148.19	95343.79	14400	0	52"
"2025.01.19	20:00:00	95343.73	95373.64	95175.80	95269.42	14400	0	52"
"2025.01.20	00:00:00	95269.36	95297.12	95111.16	95155.61	14400	0	52"
"2025.01.20	04:00:00	95155.55	95194.84	95006.97	95129.57	14400	0	52"
"2025.01.20	08:00:00	95129.51	95219.72	94970.33	95022.06	14400	0	52"
"2025.01.20	12:00:00	95022.00	95062.53	94912.67	95010.32	14289	0	52"
"2025.01.20	16:00:00	95010.26	95071.80	94904.57	94949.28	14400	0	52"
"2025.01.20	20:00:00	94949.22	95058.49	94800.99	95041.93	14400	0	52"
"2025.01.21	00:00:00	95041.87	95164.89	94935.81	94966.02	14400	0	52"
"2025.01.21	04:00:00	94965.96	95067.22	94784.55	94824.55	14400	0	52"
"2025.01.21	08:00:00	94824.49	94890.17	94712.27	94712.27	14400	0	52"
"2025.01.21	12:00:00	94712.21	94743.38	94498.46	94498.46	14400	0	52"
"2025.01.21	16:00:00	94498.40	94860.86	94453.32	94767.56	14401	0	52"
"2025.01.21	20:00:00	94767.50	94919.02	94696.58	94856.06	14400	0	52"
"2025.01.22	00:00:00	94856.00	94897.91	94713.84	94738.97	14400	0	52"
"2025.01.22	04:00:00	94738.91	94781.02	94535.30	94596.82	14400	0	52"
"2025.01.22	08:00:00	94596.76	94883.66	94569.79	94754.49	14400	0	52"
"2025.01.22	12:00:00	94754.43	94916.52	94737.99	94784.33	14400	0	52"
"2025.01.22	16:00:00	94784.27	94847.61	94713.73	94743.24	14400	0	52"
"2025.01.22	20:00:00	94743.18	94933.53	94733.28	94901.19	14400	0	52"
"2025.01.23	00:00:00	94901.13	95124.10	94848.62	95115.04	14400	0	52"
"2025.01.23	04:00:00	95114.98	95197.52	94955.24	95008.08	14400	0	52"
"2025.01.23	08:00:00	95008.02	95106.23	94934.80	95033.15	14400	0	52"
"2025.01.23	12:00:00	95033.09	95184.61	95015.15	95081.99	14400	0	52"
"2025.01.23	16:00:00	95081.93	95207.51	94889.99	94976.20	14400	0	52"
"2025.01.23	20:00:00	94976.14	95016.67	94871.79	94963.93	14400	0	52"
"2025.01.24	00:00:00	94963.87	95088.54	94902.73	95051.58	14400	0	52"
"2025.01.24	04:00:00	95051.52	95092.63	94919.35	94957.50	14400	0	52"
"2025.01.24	08:00:00	94957.44	95141.26	94939.08	95016.88	14400	0	52"
"2025.01.24	12:00:00	95016.82	95429.56	95005.54	95384.91	14400	0	52"
"2025.01.24	16:00:00	95384.85	95528.63	95336.29	95505.34	14400	0	52"
"2025.01.24	20:00:00	95505.28	95657.61	95414.27	95510.80	14401	0	52"
"2025.01.25	00:00:00	95510.74	95552.73	95182.41	95188.16	14400	0	52"
"2025.01.25	04:00:00	95188.10	95211.34	94913.66	95167.13	14400	0	52"
"2025.01.25	08:00:00	95167.07	95180.24	94918.44	95000.77	14400	0	52"
"2025.01.25	12:00:00	95000.71	95041.66	94813.49	94813.49	14400	0	52"
"2025.01.25	16:00:00	94813.43	95043.85	94702.60	94985.29	14400	0	52"
"2025.01.25	20:00:00	94985.23	95319.90	94927.03	95273.55	14381	0	52"
"2025.01.26	00:00:00	95273.49	95422.74	95229.09	95236.54	14400	0	52"
"2025.01.26	04:00:00	95236.48	95311.83	95167.06	95300.28	14335	0	52"
"2025.01.26	08:00:00	95300.22	95344.52	95192.47	95280.46	14400	0	52"
"2025.01.26	12:00:00	95280.40	95280.40	95119.08	95168.03	14400	0	52"
"2025.01.26	16:00:00	95167.97	95167.97	94953.56	95007.41	14400	0	52"
"2025.01.26	20:00:00	95007.35	95061.77	94764.94	94776.17	14400	0	52"
"2025.01.27	00:00:00	94776.11	94907.81	94715.53	94729.13	14400	0	52"
"2025.01.27	04:00:00	94729.07	94820.81	94625.05	94656.70	14400	0	52"
"2025.01.27	08:00:00	94656.64	94678.09	94512.17	94627.95	14400	0	52"
"2025.01.27	12:00:00	94627.89	94739.55	94472.91	94496.85	14331	0	52"
"2025.01.27	16:00:00	94496.79	94780.12	94493.45	94705.76	14296	0	52"
"2025.01.27	20:00:00	94705.70	94911.83	94670.64	94752.02	14400	0	52"
"2025.01.28	00:00:00	94751.96	94812.44	94660.41	94695.68	14400	0	52"
"2025.01.28	04:00:00	94695.62	95001.85	94667.33	94976.83	14400	0	52"
"2025.01.28	08:00:00	94976.77	95018.36	94845.49	94974.42	14337	0	52"
"2025.01.28	12:00:00	94974.36	95102.18	94803.27	94844.56	14400	0	52"
"2025.01.28	16:00:00	94844.50	94936.23	94631.18	94631.18	14400	0	52"
"2025.01.28	20:00:00	94631.12	94806.24	94605.93	94713.32	14400	0	52"
"2025.01.29	00:00:00	94713.26	94818.07	94686.81	94713.61	14400	0	52"
"2025.01.29	04:00:00	94713.55	94732.35	94471.35	94580.41	14400	0	52"
"2025.01.29	08:00:00	94580.35	94620.57	94430.22	94546.89	14400	0	52"
"2025.01.29	12:00:00	94546.83	94573.13	94239.54	94279.99	14400	0	52"
"2025.01.29	16:00:00	94279.93	94530.43	94258.63	94418.48	14400	0	52"
"2025.01.29	20:00:00	94418.42	94630.87	94304.02	94578.17	14400	0	52"
"2025.01.30	00:00:00	94578.11	94795.48	94543.72	94683.61	14400	0	52"
"2025.01.30	04:00:00	94683.55	94683.55	94487.75	94520.63	14400	0	52"
"2025.01.30	08:00:00	94520.57	94553.46	94313.55	94313.55	14400	0	52"
"2025.01.30	12:00:00	94313.49	94313.49	94083.68	94152.24	14400	0	52"
"2025.01.30	16:00:00	94152.18	94445.92	94124.90	94227.00	14400	0	52"
"2025.01.30	20:00:00	94226.94	94259.18	94078.35	94249.17	14400	0	52"
"2025.01.31	00:00:00	94249.11	94409.09	94218.79	94274.32	14400	0	52"
"2025.01.31	04:00:00	94274.26	94530.00	94266.22	94528.92	14400	0	52"
"2025.01.31	08:00:00	94528.86	94679.65	94500.63	94639.27	14400	0	52"
"2025.01.31	12:00:00	94639.21	95013.70	94589.57	94995.33	14401	0	52"
"2025.01.31	16:00:00	94995.27	95131.80	94935.84	94935.84	14400	0	52"
"2025.01.31	20:00:00	94935.78	95089.46	94858.42	95057.71	14400	0	52"
"2025.02.01	00:00:00	95057.65	95184.53	95024.34	95117.89	14400	0	52"
"2025.02.01	04:00:00	95117.83	95206.86	95045.42	95150.93	14400	0	52"
"2025.02.01	08:00:00	95150.87	95322.50	95087.27	95174.94	13765	0	52"
"2025.02.01	12:00:00	95174.88	95300.05	95033.99	95191.70	14401	0	52"
"2025.02.01	16:00:00	95191.64	95585.05	95185.28	95582.95	14400	0	52"
"2025.02.01	20:00:00	95582.89	95652.69	95529.47	95534.45	14400	0	52"
"2025.02.02	00:00:00	95534.39	95736.03	95467.54	95467.54	14400	0	52"
"2025.02.02	04:00:00	95467.48	95595.28	95368.25	95406.00	14334	0	52"
"2025.02.02	08:00:00	95405.94	95419.73	95250.39	95250.39	14400	0	52"
"2025.02.02	12:00:00	95250.33	95354.22	95219.61	95294.85	14400	0	52"
"2025.02.02	16:00:00	95294.79	95395.54	95192.62	95268.13	14400	0	52"
"2025.02.02	20:00:00	95268.07	95337.06	95153.42	95291.07	14400	0	52"
"2025.02.03	00:00:00	95291.01	95564.58	95264.25	95499.68	14400	0	52"
"2025.02.03	04:00:00	95499.62	95704.21	95481.92	95637.69	14400	0	52"
"2025.02.03	08:00:00	95637.63	95666.38	95518.39	95533.33	14400	0	52"
"2025.02.03	12:00:00	95533.27	95556.73	95335.49	95539.55	14400	0	52"
"2025.02.03	16:00:00	95579.18	95686.68	95568.39	95655.72	14400	0	52"
"2025.02.03	20:00:00	95655.66	95737.67	95540.78	95573.81	14400	0	52"
"2025.02.04	00:00:00	95573.75	95767.42	95541.50	95541.50	14400	0	52"
"2025.02.04	04:00:00	95541.44	95674.42	95390.73	95470.00	14400	0	52"
"2025.02.04	08:00:00	95469.94	95568.73	95449.55	95539.30	14400	0	52"
"2025.02.04	12:00:00	95539.24	95566.12	95370.05	95424.26	14400	0	52"
"2025.02.04	16:00:00	95424.20	95439.94	95238.38	95379.74	14401	0	52"
"2025.02.04	20:00:00	95379.68	95415.57	95215.47	95255.25	14400	0	52"
"2025.02.05	00:00:00	95255.19	95312.63	95148.72	95310.17	14400	0	52"
"2025.02.05	04:00:00	95310.11	95383.15	95121.19	95361.31	14400	0	52"
"2025.02.05	08:00:00	95361.25	95413.06	95137.26	95305.75	14400	0	52"
"2025.02.05	12:00:00	95305.69	95379.40	95206.88	95213.43	14400	0	52"
"2025.02.05	16:00:00	95213.37	95302.18	95089.34	95200.95	14400	0	52"
"2025.02.05	20:00:00	95200.89	95207.04	94952.96	95039.13	14400	0	52"
"2025.02.06	00:00:00	95039.07	95195.70	94995.45	95076.85	14400	0	52"
"2025.02.06	04:00:00	95076.79	95172.82	94969.70	95072.46	14400	0	52"
"2025.02.06	08:00:00	95072.40	95149.55	94918.00	94971.56	14400	0	52"
"2025.02.06	12:00:00	94971.50	95274.42	94969.76	95113.79	14400	0	52"
"2025.02.06	16:00:00	95113.73	95313.69	95085.99	95102.96	14400	0	52"
"2025.02.06	20:00:00	95102.90	95113.33	94935.15	95076.37	14400	0	52"
"2025.02.07	00:00:00	95076.31	95185.84	95033.26	95093.85	14400	0	52"
"2025.02.07	04:00:00	95093.79	95211.28	94968.22	95150.33	14400	0	52"
"2025.02.07	08:00:00	95150.27	95333.08	95131.93	95234.15	14400	0	52"
"2025.02.07	12:00:00	95234.09	95399.64	95168.21	95395.86	14400	0	52"
"2025.02.07	16:00:00	95395.80	95485.79	95276.48	95276.48	14400	0	52"
"2025.02.07	20:00:00	95276.42	95465.73	95194.05	95318.11	14400	0	52"
"2025.02.08	00:00:00	95318.05	95423.59	95223.59	95263.09	14401	0	52"
"2025.02.08	04:00:00	95263.03	95352.88	95103.35	95352.40	14400	0	52"
"2025.02.08	08:00:00	95352.34	95486.99	95297.44	95413.04	14400	0	52"
"2025.02.08	12:00:00	95412.98	95488.40	95357.87	95460.64	14400	0	52"
"2025.02.08	16:00:00	95460.58	95847.08	95418.64	95729.77	14400	0	52"
"2025.02.08	20:00:00	95729.71	95747.50	95449.03	95503.15	14400	0	52"
"2025.02.09	00:00:00	95503.09	95657.91	95431.28	95555.68	14400	0	52"
"2025.02.09	04:00:00	95555.62	95592.90	95270.61	95382.80	14207	0	52"
"2025.02.09	08:00:00	95382.74	95404.91	95187.74	95302.28	14400	0	52"
"2025.02.09	12:00:00	95302.22	95486.49	95275.67	95433.90	14400	0	52"
"2025.02.09	16:00:00	95433.84	95786.45	95429.18	95745.07	14400	0	52"
"2025.02.09	20:00:00	95745.01	95880.61	95690.30	95801.42	14400	0	52"
"2025.02.10	00:00:00	95801.36	95801.36	95502.76	95548.95	14400	0	52"
"2025.02.10	04:00:00	95548.89	95690.90	95489.38	95576.83	14400	0	52"
"2025.02.10	08:00:00	95576.77	95662.09	95443.45	95480.14	14400	0	52"
"2025.02.10	12:00:00	95480.08	95527.71	95320.17	95325.19	14401	0	52"
"2025.02.10	16:00:00	95325.13	95659.18	95313.79	95507.27	14400	0	52"
"2025.02.10	20:00:00	95507.21	95868.83	95435.19	95862.77	14400	0	52"
"2025.02.11	00:00:00	95862.71	96146.59	95859.53	96022.83	14400	0	52"
"2025.02.11	04:00:00	96022.77	96277.11	95953.82	96188.52	14400	0	52"
"2025.02.11	08:00:00	96188.46	96258.28	96130.19	96184.19	14400	0	52"
"2025.02.11	12:00:00	96184.13	96239.41	96052.60	96111.83	14400	0	52"
"2025.02.11	16:00:00	96111.77	96191.35	95957.60	95965.44	14400	0	52"
"2025.02.11	20:00:00	95965.38	96060.83	95866.98	95899.78	14400	0	52"
"2025.02.12	00:00:00	95899.72	96050.60	95842.58	95919.29	14400	0	52"
"2025.02.12	04:00:00	95919.23	95933.79	95703.64	95873.15	14400	0	52"
"2025.02.12	08:00:00	95873.09	96091.92	95841.56	96042.61	14400	0	52"
"2025.02.12	12:00:00	96042.55	96046.74	95888.61	95892.69	14400	0	52"
"2025.02.12	16:00:00	95892.63	96108.27	95872.89	96033.42	14400	0	52"
"2025.02.12	20:00:00	96033.36	96060.61	95896.91	96034.73	14400	0	52"
"2025.02.13	00:00:00	96034.67	96091.74	95712.88	95766.52	14400	0	52"
"2025.02.13	04:00:00	95766.46	95766.46	95506.08	95506.08	14400	0	52"
"2025.02.13	08:00:00	95506.02	95606.43	95391.04	95573.60	14400	0	52"
"2025.02.13	12:00:00	95573.54	95573.54	95260.46	95363.64	14400	0	52"
"2025.02.13	16:00:00	95363.58	95556.51	95337.06	95503.92	14400	0	52"
"2025.02.13	20:00:00	95503.86	95540.37	95421.94	95484.58	14400	0	52"
"2025.02.14	00:00:00	95484.52	95690.55	95415.45	95675.25	14401	0	52"
"2025.02.14	04:00:00	95675.19	95771.86	95535.63	95714.05	14400	0	52"
"2025.02.14	08:00:00	95713.99	95949.64	95693.71	95906.19	14400	0	52"
"2025.02.14	12:00:00	95906.13	95962.64	95769.13	95821.37	14400	0	52"
"2025.02.14	16:00:00	95821.31	95947.37	95756.26	95801.27	14400	0	52"
"2025.02.14	20:00:00	95801.21	95903.27	95712.05	95806.90	14400	0	52"
"2025.02.15	00:00:00	95806.84	95902.40	95711.26	95759.84	14400	0	52"
"2025.02.15	04:00:00	95759.78	96022.43	95721.61	95878.78	14400	0	52"
"2025.02.15	08:00:00	95878.72	96087.81	95850.46	95918.34	14400	0	52"
"2025.02.15	12:00:00	95918.28	95918.28	95618.61	95638.87	14400	0	52"
"2025.02.15	16:00:00	95638.81	95699.44	95571.20	95652.95	14400	0	52"
"2025.02.15	20:00:00	95652.89	95860.08	95645.15	95732.34	14400	0	52"
"2025.02.16	00:00:00	95732.28	95828.30	95646.31	95702.41	14400	0	52"
"2025.02.16	04:00:00	95702.35	95900.23	95679.31	95802.97	14257	0	52"
"2025.02.16	08:00:00	95802.91	95866.87	95553.62	95584.96	14400	0	52"
"2025.02.16	12:00:00	95584.90	95622.19	95362.90	95470.39	14400	0	52"
"2025.02.16	16:00:00	95470.33	95528.78	95327.69	95327.69	14400	0	52"
"2025.02.16	20:00:00	95327.63	95379.78	95198.39	95306.63	14400	0	52"
"2025.02.17	00:00:00	95306.57	95436.37	95171.09	95372.47	14400	0	52"
"2025.02.17	04:00:00	95372.41	95457.57	95250.58	95426.07	14400	0	52"
"2025.02.17	08:00:00	95426.01	95491.31	95261.82	95444.84	14400	0	52"
"2025.02.17	12:00:00	95444.78	95446.04	95235.57	95290.04	14400	0	52"
"2025.02.17	16:00:00	95289.98	95371.87	95101.25	95136.48	14400	0	52"
"2025.02.17	20:00:00	95136.42	95268.56	95104.63	95252.68	14400	0	52"
"2025.02.18	00:00:00	95252.62	95361.04	95055.48	95124.95	14401	0	52"
"2025.02.18	04:00:00	95124.89	95191.04	94942.56	95012.81	14400	0	52"
"2025.02.18	08:00:00	95012.75	95071.17	94956.22	94977.83	14400	0	52"
"2025.02.18	12:00:00	94977.77	95347.76	94970.45	95319.26	14400	0	52"
"2025.02.18	16:00:00	95319.20	95422.49	95193.74	95301.49	14400	0	52"
"2025.02.18	20:00:00	95301.43	95313.10	95111.11	95111.11	14400	0	52"
"2025.02.19	00:00:00	95111.05	95152.80	94960.64	95109.15	14400	0	52"
"2025.02.19	04:00:00	95109.09	95109.09	94866.23	94869.09	14400	0	52"
"2025.02.19	08:00:00	94869.03	94873.86	94665.30	94743.54	14308	0	52"
"2025.02.19	12:00:00	94743.48	94883.49	94737.54	94817.03	14400	0	52"
"2025.02.19	16:00:00	94816.97	94961.26	94780.68	94914.67	14400	0	52"
"2025.02.19	20:00:00	94914.61	94934.93	94760.52	94926.59	14400	0	52"
"2025.02.20	00:00:00	94926.53	95064.95	94884.86	94995.35	14332	0	52"
"2025.02.20	04:00:00	94995.29	95002.31	94847.68	94983.22	14400	0	52"
"2025.02.20	08:00:00	94983.16	94985.22	94663.66	94663.66	14327	0	52"
"2025.02.20	12:00:00	94663.60	94730.98	94559.70	94651.99	14400	0	52"
"2025.02.20	16:00:00	94651.93	94676.20	94523.68	94604.47	14401	0	52"
"2025.02.20	20:00:00	94604.41	94799.21	94543.55	94772.33	14400	0	52"
"2025.02.21	00:00:00	94772.27	95083.00	94703.21	95062.78	14400	0	52"
"2025.02.21	04:00:00	95062.72	95103.46	94863.07	94915.03	14400	0	52"
"2025.02.21	08:00:00	94914.97	94968.22	94799.69	94932.82	14400	0	52"
"2025.02.21	12:00:00	94932.76	95234.29	94810.79	95232.07	14400	0	52"
"2025.02.21	16:00:00	95232.01	95417.71	95230.75	95387.82	14400	0	52"
"2025.02.21	20:00:00	95387.76	95456.94	95249.46	95270.54	14400	0	52"
"2025.02.22	00:00:00	95270.48	95496.97	95243.85	95392.07	14400	0	52"
"2025.02.22	04:00:00	95392.01	95446.50	95310.71	95387.63	14400	0	52"
"2025.02.22	08:00:00	95387.57	95422.27	95210.20	95217.25	14400	0	52"
"2025.02.22	12:00:00	95217.19	95365.20	95169.70	95254.36	14400	0	52"
"2025.02.22	16:00:00	95254.30	95383.56	95188.23	95312.36	14400	0	52"
"2025.02.22	20:00:00	95312.30	95661.93	95301.38	95647.18	14400	0	52"
"2025.02.23	00:00:00	95647.12	95804.38	95603.50	95767.17	14400	0	52"
"2025.02.23	04:00:00	95767.11	96016.91	95699.78	95997.47	14338	0	52"
"2025.02.23	08:00:00	95997.41	96325.13	95949.06	96292.81	14400	0	52"
"2025.02.23	12:00:00	96292.75	96445.13	96170.85	96415.13	14400	0	52"
"2025.02.23	16:00:00	96415.07	96415.07	96209.91	96370.73	14400	0	52"
"2025.02.23	20:00:00	96370.67	96444.97	96297.99	96344.07	14400	0	52"
"2025.02.24	00:00:00	96344.01	96436.65	96238.01	96311.09	14400	0	52"
"2025.02.24	04:00:00	96311.03	96365.08	96118.88	96118.88	14400	0	52"
"2025.02.24	08:00:00	96118.82	96228.41	96030.79	96180.04	14401	0	52"
"2025.02.24	12:00:00	96179.98	96279.05	96044.30	96045.27	14400	0	52"
"2025.02.24	16:00:00	96045.21	96186.00	95991.59	96106.31	14400	0	52"
"2025.02.24	20:00:00	96106.25	96154.76	95958.11	96147.84	14400	0	52"
